RoundedTime,Cycle number,m_z_33_methanol,m/z_35_H2S,m_z_109_4-Methylphenol,m_z_61+43_acetic_acid,m_z_71+89_butanoic_acid,m_z_85+103_pentanoic_acid,m_z_57+75_propanoic_acid,m_z_45.00_acetaldheyde,m_z_47.00_formic_acid,m_z_49.00_methanthiol,m_z_59.00_acetone,m_z_60.00_trimethylamine,m_z_63.00_dimethyl_sulfide,m_z_69.00_isopren,m_z_73.00_2_butanone,m_z_79.00_benzen,m_z_87.00_2_3_butandion,m_z_95.00_phenol,m_z_123.00_4_ethyl_phenol,m_z_132.00_3_methyl_indole,m_z_33_methanol_ug,m_z_35_H2S_ug,m_z_109_4-Methylphenol_ug,m_z_61+43_acetic_acid_ug,m_z_71+89_butanoic_acid_ug,m_z_85+103_pentanoic_acid_ug,m_z_45.00_acetladheyde_ug,m_z_47.00_formic_acid_ug,m_z_49.00_methanthiol_ug,m_z_59.00_acetone_ug,m_z_63.00_dimethyl_sulfide_ug,m_z_73.00_2_butanone_ug,m_z_87.00_2_3_butandion_ug,m_z_95.00_phenol_ug,m_z_109.00_4_methyl_phenol_ug,m_z_123.00_4_ethyl_phenol_ug,m_z_132.00_3_methyl_indole_ug,m_z_57+75_propanoic_acid_ug,m_z_60.00_trimethylamine_ug,m_z_69.00_isoprene_ug
22/09/2024 16.30,16754,26.63235458,3.639681802,0.109717821,5.634122273,0.638904833,0.329329335,0.927421159,6.982368425,2.903700022,0.108831376,11.68715362,0.43969184,0.157793349,0.389546068,1.111269063,0.212799077,0.412187935,0.139082999,0.123637819,0.131689365,34.88496437,5.059510499,0.484903587,13.83099825,2.327236994,1.374813399,12.64029188,5.463674409,0.213672891,27.74429421,0.400254997,3.320860351,1.450450234,0.534956847,0.484903587,0.617298147,0.705974327,2.808328761,1.062342159,1.084402895
22/09/2024 17.00,16822.5,26.65857905,4.238601918,0.095118889,5.654703282,0.576872589,0.303005375,0.84704989,6.739111291,2.836527567,0.107537459,11.55534909,0.412478168,0.157620871,0.351333594,1.067830534,0.206466165,0.410013254,0.149462912,0.121916339,0.141395968,34.91931506,5.892067513,0.420382852,13.88152181,2.101282005,1.264921783,12.19991965,5.337281041,0.211132494,27.43140162,0.399817492,3.191050844,1.442797739,0.574881248,0.420382852,0.608703153,0.758010513,2.56495611,0.996591038,0.978028525
22/09/2024 17.30,16890.5,26.73354394,3.986363653,0.088330745,5.428201319,0.578078508,0.301376687,0.81516567,6.585129908,2.6803452,0.104962062,11.33901298,0.420780516,0.159501982,0.328144142,1.054484487,0.222895364,0.409731005,0.144993804,0.126087221,0.145927237,35.01750944,5.541431876,0.390382299,13.32549052,2.105674614,1.258122683,11.92116472,5.043404402,0.206076117,26.91783836,0.404589074,3.151168192,1.441804533,0.557691656,0.390382299,0.629527505,0.782302224,2.468407339,1.016650393,0.913474649
22/09/2024 18.00,16958.5,26.98809071,3.955466283,0.090204997,4.886946984,0.545499373,0.272825436,0.749539621,6.30778995,2.44696983,0.098965606,11.29854448,0.389891087,0.163433467,0.356340044,1.030412116,0.20283089,0.37449313,0.122239064,0.118566732,0.130826549,35.35093302,5.498481537,0.398665651,11.99678528,1.987003783,1.138933054,11.41909181,4.604279483,0.194303039,26.82176965,0.414561591,3.079231533,1.317805793,0.470169789,0.398665651,0.591979253,0.70134885,2.269684764,0.942018253,0.991965281
22/09/2024 18.30,17027,27.11455282,4.516417344,0.090969863,4.485966787,0.540794581,0.266624266,0.730999096,6.161439451,2.343041985,0.097491878,11.40305169,0.37107755,0.181987183,0.383463569,1.067604278,0.217717988,0.372660986,0.132310474,0.113345363,0.143836838,35.51658214,6.278257884,0.402046017,11.01243384,1.969866387,1.113045737,11.15415119,4.408726259,0.191409612,27.06986073,0.461624522,3.190374714,1.311358653,0.508907592,0.402046017,0.565910036,0.771095788,2.213542104,0.896562751,1.067470675
22/09/2024 19.00,17095.5,26.8475391,3.631363618,0.093669847,4.46520201,0.501154218,0.255196384,0.699008922,6.351095691,2.148230163,0.100906696,10.98460634,0.377017942,0.208598988,0.361481908,1.039971425,0.228249195,0.366564555,0.130013734,0.103339173,0.157269037,35.16682846,5.047947418,0.413978737,10.96145916,1.825474743,1.065339072,11.49748888,4.042163472,0.198114058,26.0765076,0.529127415,3.10779809,1.289905889,0.500073606,0.413978737,0.515951193,0.843104546,2.116672494,0.910915369,1.006279
22/09/2024 19.30,17163.5,26.30949175,4.298417738,0.080679731,3.580753975,0.454959931,0.236141168,0.664829646,6.005508656,1.913226113,0.108722247,10.77426122,0.371775064,0.192951421,0.313370589,0.953758431,0.210731314,0.330300821,0.106590242,0.105339696,0.134276651,34.46205553,5.975217302,0.356568245,8.790260409,1.657210162,0.985791444,10.87186721,3.599973989,0.213458635,25.57716643,0.489436157,2.850163534,1.162297251,0.409979509,0.356568245,0.525939391,0.719844522,2.013174054,0.898248018,0.872348617
22/09/2024 20.00,17231.5,25.31786972,4.033774992,0.078385417,2.771347622,0.391997671,0.225478693,0.632858682,6.134032288,1.711968167,0.096443742,9.6934841,0.340335134,0.194867739,0.333454902,0.87854101,0.225888992,0.291685518,0.114426629,0.10791446,0.164945393,33.16315802,5.607338233,0.346428407,6.803278709,1.427867552,0.941280033,11.10453557,3.221282016,0.189351765,23.0114948,0.494297043,2.625387588,1.026413663,0.440120712,0.346428407,0.538794656,0.884256771,1.916362615,0.82228581,0.928258533
22/09/2024 20.30,17300,27.37398155,4.780444844,0.082259388,2.71309345,0.389034138,0.218999041,0.649130763,6.421680911,1.648199739,0.121373584,9.068666328,0.322656683,0.211612285,0.317340923,0.94007962,0.245357053,0.302450512,0.121817442,0.124435851,0.181638385,35.85640047,6.645281701,0.36354962,6.660272698,1.417072762,0.914230173,11.62527042,3.101293751,0.238297499,21.52823133,0.536770876,2.809286464,1.064294655,0.468548099,0.36354962,0.621282555,0.973746338,1.965636186,0.779572797,0.883401077
22/09/2024 21.00,17368.5,27.08168635,4.449549694,0.08084091,2.382490637,0.39377908,0.217090351,0.61775696,6.568979672,1.451337721,0.126234987,8.254070194,0.288000364,0.24837006,0.28963518,0.948332523,0.240580774,0.296906204,0.120971936,0.102255496,0.170995589,35.47353129,6.18530537,0.357280584,5.848688088,1.43435641,0.906262188,11.89192769,2.730873267,0.247842081,19.5944504,0.630009806,2.833949022,1.044784761,0.465296017,0.357280584,0.510540615,0.916691303,1.870633012,0.695839452,0.806274927
22/09/2024 21.30,17436.5,25.56275006,4.299208368,0.082641519,1.972099643,0.332209054,0.206944043,0.530601875,6.016223097,1.42046565,0.111045427,7.712130289,0.274525159,0.231575673,0.244703169,0.762322968,0.227375214,0.26207982,0.106707155,0.109706034,0.15090227,33.48391981,5.976316354,0.36523847,4.841234427,1.210085072,0.863905558,10.89126373,2.672783607,0.218019824,18.30793183,0.587409548,2.278087461,0.922234022,0.410429193,0.36523847,0.547739614,0.808972908,1.606718254,0.663281925,0.681194978
22/09/2024 22.00,17504.5,25.57610577,4.53183089,0.078201062,1.688882204,0.303061986,0.203303366,0.481565226,6.000947759,1.280274706,0.120590332,6.138559591,0.244952545,0.226178627,0.260763218,0.654527734,0.229610434,0.226436223,0.099141844,0.107289634,0.186865077,33.50141408,6.299684207,0.345613639,4.145974416,1.103915684,0.848707241,10.86361054,2.40899683,0.236759709,14.57241077,0.573719527,1.955957628,0.796807586,0.381330636,0.345613639,0.535675029,1.001766141,1.458230126,0.591831351,0.725902304
22/09/2024 22.30,17573,25.81286776,4.378171172,0.072645498,1.491968816,0.288894522,0.196093633,0.452828797,5.851149771,1.290985334,0.127557696,5.700805665,0.237498212,0.227830829,0.235446289,0.685604952,0.229194329,0.236045683,0.098686488,0.10738237,0.18657174,33.81154188,6.086082305,0.321060536,3.662579029,1.052310116,0.818609598,10.59242888,2.429150215,0.250439008,13.53322073,0.577910464,2.048827216,0.830622364,0.379579193,0.321060536,0.536138037,1.000193588,1.371213197,0.573820891,0.655426041
22/09/2024 23.00,17641.5,25.74645258,4.249143311,0.075826568,1.579261453,0.285963982,0.205807643,0.457403116,5.975735374,1.251175044,0.133983659,6.066740708,0.230541352,0.236816773,0.216704206,0.636768477,0.22175239,0.232074412,0.116913031,0.111091405,0.199684131,33.72454652,5.906721071,0.335119443,3.876870492,1.041635504,0.859161559,10.81796816,2.35424218,0.263055352,14.40191894,0.600704004,1.902886761,0.816647837,0.449684196,0.335119443,0.554656487,1.070487888,1.385064717,0.557012378,0.603252573
22/09/2024 23.30,17709.5,26.11475032,4.384014304,0.083564372,1.460330719,0.272839488,0.186826459,0.436412851,6.07268859,1.263751949,0.14452755,5.626728931,0.236964815,0.225316794,0.236695282,0.667530987,0.230793738,0.239742332,0.118900566,0.106864282,0.182010076,34.20696926,6.094204825,0.369317066,3.584911836,0.993828996,0.779922986,10.9934841,2.377907199,0.283756584,13.35736895,0.57153342,1.994815893,0.84363052,0.457328877,0.369317066,0.533551333,0.975738936,1.321503987,0.572532147,0.65890294
23/09/2024 00.00,17777.5,26.39525793,4.371493861,0.077594606,1.329372468,0.259453807,0.185681149,0.432310365,6.218501061,1.213178108,0.149551499,4.44231436,0.211150133,0.224342224,0.236554649,0.577997485,0.207572521,0.216325068,0.113588271,0.103055472,0.152684249,34.57439822,6.076800196,0.342933378,3.26342727,0.945071105,0.775141792,11.25745072,2.282746197,0.293620299,10.54567096,0.569061349,1.727258497,0.761227391,0.436896124,0.342933378,0.514534728,0.818525928,1.309081228,0.510161134,0.65851145
23/09/2024 00.30,17846,25.35742742,4.295826613,0.070878909,1.210529971,0.232366115,0.188261623,0.392893826,5.5327074,1.165442204,0.134062545,3.467189997,0.19306766,0.198279825,0.220264855,0.438652321,0.236052683,0.20650469,0.109070005,0.108575335,0.180886865,33.21497352,5.971615387,0.313253007,2.971685223,0.846403081,0.7859142,10.01594762,2.192925129,0.263210232,8.230809869,0.502952063,1.310846445,0.726670411,0.419517454,0.313253007,0.542094268,0.969717507,1.189723805,0.466471961,0.613164569
23/09/2024 01.00,17914.5,25.58240315,4.215870653,0.077596915,1.22626239,0.243612183,0.176829652,0.404141515,5.638694711,1.127422152,0.147470174,3.646302465,0.192757528,0.213970317,0.229125562,0.451255448,0.226310843,0.193600543,0.116870172,0.11668971,0.196709352,33.50966284,5.860468852,0.342943581,3.010306157,0.887367345,0.738190466,10.20781813,2.121385651,0.289533952,8.656007412,0.542752207,1.348508995,0.681261943,0.449519345,0.342943581,0.582607668,1.054540377,1.223782992,0.46572265,0.637830653
23/09/2024 01.30,17982.5,25.70275331,4.7823461,0.079641192,1.445799618,0.26661695,0.182194883,0.436350513,5.312232357,1.245033765,0.124410854,5.530795954,0.219490193,0.198499421,0.215950088,0.60985259,0.226259974,0.207719649,0.10249661,0.103723358,0.171927852,33.66730609,6.647924631,0.35197837,3.549239972,0.971163149,0.76058808,9.61681817,2.342686597,0.24426069,13.12963234,0.503509086,1.822452682,0.730945738,0.394234116,0.35197837,0.517869346,0.921689077,1.321315223,0.530311606,0.60115329
23/09/2024 02.00,18050.5,26.17653715,4.704420387,0.084162948,1.576411877,0.281746315,0.195385599,0.427126523,5.179330954,1.266836345,0.10993376,6.85731065,0.255508009,0.193068821,0.197196965,0.726754206,0.227129169,0.230978631,0.093531066,0.098420118,0.194444214,34.28790208,6.539600337,0.371962504,3.869875173,1.026272478,0.815653849,9.37622466,2.383710874,0.215837245,16.27866377,0.489733949,2.17179557,0.812791885,0.359749821,0.371962504,0.491391362,1.042397181,1.29338401,0.617334471,0.548949091
23/09/2024 02.30,18119,25.74183816,4.869293935,0.071201266,1.506370881,0.27112778,0.18280825,0.415738499,5.146227089,1.255704596,0.129300453,6.25801685,0.234872356,0.175741414,0.195643792,0.693343441,0.21299025,0.226131156,0.10642507,0.090232277,0.177650082,33.71850223,6.76879055,0.314677682,3.697934126,0.987594031,0.763148632,9.316296209,2.362765097,0.25386063,14.855992,0.445781647,2.071952527,0.795734084,0.409344207,0.314677682,0.450511159,0.95236542,1.258899878,0.567476544,0.544625429
23/09/2024 03.00,18187.5,25.77802609,4.459601352,0.078882965,1.38330045,0.242703089,0.186037528,0.411199312,5.308898455,1.20243913,0.12453213,5.131132644,0.214598964,0.200101772,0.192899151,0.611751473,0.229402627,0.209530216,0.098001853,0.096581148,0.175463518,33.76590376,6.199278149,0.348627346,3.395813078,0.884055933,0.776629528,9.610782753,2.262539468,0.244498795,12.18086613,0.507573572,1.82812721,0.73731695,0.376945871,0.348627346,0.482209766,0.94064345,1.245154743,0.518493878,0.536985007
23/09/2024 03.30,18255.5,25.89480699,4.054622697,0.070252433,1.256130676,0.242679274,0.184564119,0.413024294,5.44721668,1.246658644,0.138289635,3.903636489,0.184735292,0.206177677,0.193851033,0.508380102,0.228568105,0.191121736,0.106109861,0.102143106,0.153326153,33.91887175,5.636318564,0.310484264,3.083628707,0.883969185,0.770478656,9.861182421,2.345744008,0.271509443,9.266896179,0.522985573,1.519217425,0.672539257,0.408131814,0.310484264,0.509979476,0.821967116,1.250680979,0.446340075,0.539634818
23/09/2024 04.00,18323.5,25.83727143,4.517533443,0.072435156,1.174911539,0.245429442,0.182543787,0.400441727,5.677281264,1.175406418,0.138634574,2.931918852,0.173619474,0.190211516,0.179810287,0.419000074,0.20282312,0.171264162,0.12111298,0.101635651,0.173237577,33.84350754,6.27980937,0.320130921,2.884246853,0.893986785,0.762044608,10.27767197,2.211674042,0.272186674,6.96012236,0.482486175,1.252118664,0.602662335,0.465838517,0.320130921,0.507445857,0.928710392,1.212579644,0.419483078,0.500548745
23/09/2024 04.30,18392,25.34918411,3.791664383,0.084600049,1.049238092,0.229261176,0.184105369,0.368813011,5.486643644,1.133011444,0.116552387,2.692443373,0.160017513,0.197004799,0.171868878,0.381090804,0.217369003,0.164157923,0.10070742,0.114837478,0.194273079,33.20417584,5.270781018,0.373894296,2.57573576,0.835093214,0.768563563,9.932557678,2.131902602,0.228831853,6.391628237,0.499717861,1.138832513,0.577656154,0.38735233,0.373894296,0.573359857,1.041479742,1.116804566,0.386619297,0.478441766
23/09/2024 05.00,18460.5,26.14302454,4.331906588,0.066463262,1.010262802,0.225311639,0.175392291,0.354762704,5.713884764,1.102489338,0.150528054,2.532628177,0.154084657,0.213101291,0.190201891,0.378441737,0.20109405,0.170930624,0.102782551,0.103784232,0.181530583,34.24400487,6.021770048,0.293737824,2.480056764,0.820706864,0.732190077,10.34393587,2.074471446,0.295537608,6.012240751,0.540547856,1.130916176,0.601488647,0.395333937,0.293737824,0.518173278,0.973168421,1.074258762,0.372284886,0.52947648
23/09/2024 05.30,18528.5,26.12119792,4.442148351,0.069694258,1.063000697,0.213971899,0.165619213,0.381042928,5.683585065,1.049947269,0.127488521,2.46072707,0.161356225,0.193197347,0.179081161,0.364991602,0.20450492,0.167856356,0.106905114,0.101333844,0.178617066,34.21541479,6.175016785,0.30801738,2.60952107,0.779401395,0.691391532,10.28908384,1.975606977,0.250303192,5.841553729,0.490059965,1.090722473,0.590670591,0.411190608,0.30801738,0.505938994,0.957549329,1.153838041,0.389853766,0.498519034
23/09/2024 06.00,18596.5,26.05882798,4.515073772,0.065471141,1.070458542,0.230746674,0.181145157,0.403973406,5.37068233,1.087019147,0.134489439,2.954532461,0.172576059,0.20366241,0.178958493,0.431944364,0.231506757,0.162864773,0.098095795,0.10870072,0.198389053,34.13371818,6.276390189,0.289353094,2.627829056,0.840504201,0.756205907,9.722631079,2.045362348,0.264048369,7.013805117,0.516605405,1.290800725,0.573105683,0.377307203,0.289353094,0.542720287,1.063545092,1.22327394,0.416962078,0.498177555
23/09/2024 06.30,18665,26.37202816,4.815115957,0.072543917,1.183544135,0.250593433,0.182136376,0.41536381,5.669858363,1.099198065,0.146950402,3.638804761,0.182926738,0.214674365,0.188620742,0.488914379,0.275368863,0.196690591,0.112331492,0.105976076,0.20683693,34.54397019,6.693477909,0.320611597,2.905438694,0.912796834,0.760343836,10.26423418,2.068278504,0.288513464,8.638208509,0.544538078,1.461047041,0.692135529,0.432062158,0.320611597,0.529116701,1.108833368,1.25776528,0.441970417,0.525074941
23/09/2024 07.00,18733.5,26.39054851,4.758380706,0.076085273,1.197801188,0.216133434,0.167356892,0.435517894,5.147423043,1.096588843,0.132579142,4.603126884,0.212928425,0.190878278,0.178147793,0.507420427,0.263301676,0.202913741,0.109386411,0.111033467,0.192548487,34.56822947,6.614610411,0.336262802,2.940437806,0.787274875,0.69864562,9.318461263,2.063368927,0.260297807,10.92742602,0.484177468,1.516349579,0.714034202,0.420734451,0.336262802,0.554367216,1.03223437,1.318793965,0.514457677,0.495920759
23/09/2024 07.30,18801.5,26.60996726,4.279906688,0.077670024,1.479722276,0.255350869,0.185829496,0.496229958,5.36729874,1.264016558,0.117744796,6.085036094,0.209699487,0.160596238,0.150978519,0.638885815,0.248963917,0.22133769,0.101872038,0.096613379,0.159871373,34.85563986,5.949485148,0.34326669,3.632515451,0.930125988,0.77576108,9.716505712,2.378405092,0.231172956,14.44535061,0.407364739,1.909214107,0.77886633,0.391831818,0.34326669,0.482370688,0.857055428,1.502636476,0.50665622,0.420288014
23/09/2024 08.00,18869.5,26.18096975,4.645663013,0.081756185,1.518621879,0.233710659,0.172507863,0.465028464,5.086661012,1.335690168,0.113701778,6.354121132,0.225018375,0.164155518,0.161062363,0.63830903,0.26556378,0.203765827,0.092890002,0.094613324,0.178762097,34.29370821,6.457921892,0.361325693,3.728008646,0.851300637,0.720148787,9.208462799,2.513267945,0.223235142,15.08413527,0.416393127,1.907490473,0.717032612,0.357284088,0.361325693,0.472384823,0.958326824,1.408155074,0.543668279,0.448359018
23/09/2024 08.30,18938,26.44421221,4.801204808,0.077015733,2.00025668,0.244921387,0.192868684,0.51245376,5.311061955,1.376903621,0.094391034,6.959564152,0.245182668,0.173330769,0.166293706,0.740913782,0.232259973,0.213138398,0.093419088,0.106774423,0.184041607,34.63852203,6.674140065,0.340375016,4.910356095,0.892136174,0.805146773,9.614699372,2.590816207,0.185321604,16.52140476,0.43966686,2.214109332,0.750013799,0.359319117,0.340375016,0.533102688,0.986629785,1.551763855,0.592387352,0.462921823
23/09/2024 09.00,19006.5,26.18388797,4.544756099,0.078625923,1.705486043,0.261922961,0.173073526,0.477596789,5.151871605,1.414834928,0.096358242,7.323981322,0.249490995,0.166637709,0.165662406,0.654628284,0.250807564,0.229106898,0.093840585,0.107266591,0.177613607,34.29753071,6.317651501,0.347491335,4.186734568,0.954065102,0.722510196,9.326514565,2.6621887,0.1891839,17.38649967,0.422689396,1.956258107,0.806205436,0.360940328,0.347491335,0.535559977,0.952169879,1.446213281,0.602796727,0.461164434
23/09/2024 09.30,19074.5,26.01907622,4.844639871,0.08732974,1.877723943,0.261013046,0.17081437,0.513890943,5.194804586,1.46549193,0.101390814,7.615790457,0.248624034,0.170859547,0.173844163,0.666745273,0.253468686,0.23958106,0.090360688,0.104737201,0.172925525,34.08164847,6.734519011,0.385958306,4.609555014,0.950750697,0.713079155,9.40423682,2.757506179,0.199064546,18.07922938,0.433398414,1.992467904,0.843063019,0.347555552,0.385958306,0.522931258,0.927037511,1.556115797,0.600702058,0.483940487
23/09/2024 10.00,19142.5,25.56766651,4.787418311,0.082229615,1.967413384,0.265014535,0.182758061,0.540228714,5.41314617,1.57197567,0.11488419,7.651242562,0.272924028,0.19180192,0.176396679,0.68779862,0.241494459,0.219849942,0.09670803,0.109984779,0.167082258,33.49035972,6.654975497,0.363418039,4.829730302,0.965326287,0.762939112,9.79950404,2.957868641,0.225556618,18.16338962,0.486520359,2.055382663,0.773631087,0.371969421,0.363418039,0.549131332,0.895712306,1.635869334,0.659413423,0.491046079
23/09/2024 10.30,19211,25.34020949,5.471748046,0.081056186,2.163706707,0.297807808,0.19116887,0.533235068,5.630517924,1.616406121,0.105049611,8.22590233,0.283875025,0.171122816,0.183692517,0.71963119,0.242274994,0.247138948,0.117035524,0.10205014,0.197607078,33.19242024,7.606260161,0.358232011,5.311603517,1.084777123,0.798050753,10.19301556,3.041470086,0.206248004,19.52758232,0.434066216,2.150509508,0.869658508,0.450155341,0.358232011,0.509515316,1.059352998,1.61469184,0.685872194,0.511355943
23/09/2024 11.00,19279.5,24.9003871,4.913804132,0.077738637,2.507497932,0.308529476,0.217427902,0.578851255,5.64216836,1.784257713,0.120404494,8.580444925,0.272377992,0.178114247,0.174755568,0.73787098,0.273175748,0.264222561,0.100479155,0.116104002,0.186665284,32.61630939,6.830664038,0.343569927,6.155563872,1.12383124,0.90767132,10.21410653,3.35730383,0.236394846,20.36923584,0.451800521,2.205016376,0.929774124,0.38647435,0.343569927,0.579683349,1.000695068,1.752822449,0.658094142,0.48647762
23/09/2024 11.30,19347.5,24.54514814,4.818762353,0.073293021,2.988604441,0.316473846,0.215221206,0.625480989,5.58629315,2.01678451,0.100017946,8.607152694,0.28915839,0.179867277,0.195223924,0.804458078,0.264657244,0.285779255,0.106008215,0.112011104,0.187339848,32.15099198,6.698546753,0.3239223,7.336614433,1.152768933,0.898459279,10.11295475,3.794832053,0.196369139,20.43263778,0.456247215,2.404001896,1.005630084,0.407740852,0.3239223,0.559248352,1.004311344,1.894022186,0.698637363,0.543456616
23/09/2024 12.00,19415.5,24.96568848,5.290447685,0.092181241,3.982446615,0.349749681,0.23548473,0.704394887,6.010910769,2.916709149,0.117446618,9.10482519,0.316121043,0.193072806,0.235843856,0.883187302,0.26381322,0.320583739,0.120259784,0.107567274,0.200969403,32.70184581,7.354235086,0.407399764,9.776360804,1.273977523,0.983051089,10.88164674,5.488152707,0.230587533,21.61406935,0.489744058,2.639272334,1.128103759,0.462556854,0.407399764,0.537061229,1.07737811,2.132981764,0.763781996,0.656532773
